Kód obce;poradie na hlasovacom lístku;meno;priezvisko;titul;vek;povolanie;strany;počet hlasov
502294;3;Zsolt;Macák;;47;samostatne hospodáriaci roľník;145;27
502324;1;Róbert;Csudai;;57;starosta obce;145,106;334
502332;1;Alena;Bočkayová;;57;ekonómka;001;71
502332;2;Jozef;Chudý;Ing.;43;starosta obce;001;529
502332;3;Miroslav;Kollár;Ing.;54;SZČO;132;202
502332;4;Peter;Kupča;Ing.;48;vedúci úseku technicko-prevádzkových služieb;001;39
502341;1;Jozef;Seneši;;48;starosta obce;001;199
502359;1;Adrián;Juhás;Mgr., MBA;28;majster výroby;106;102
502359;2;Marek;Laurenčík;Ing.;35;merací technik;132,136;46
502367;1;Magdalena;Tóthová;;60;starostka obce;145;117
502375;1;Agáta;Gaspariková;Ing.;59;účtovníčka;145;248
502375;2;Marian;Toldi;;48;podnikateľ;001;154
502383;1;Jaroslav;Bielik;;55;živnostník;001;76
502383;2;Slavomír;Budač;Ing.;55;profesionálny vojak;001;64
502391;1;Gizela;Bodnáriková;Mgr.;51;administratívna pracovníčka;001;155
502391;2;Jozef;Kovács;Ing.;62;starosta obce;145,106;247
502391;3;Michal;Mladoniczky;;51;živnostník;001;104
502413;1;Július;Furik;Mgr.;60;vedúci pracovnej skupiny;001;348
502413;2;Igor;Gogora;Ing., PhD.;36;prednosta obecného úradu;001;366
502413;3;Miloš;Hajko;Ing.;32;stavebno-technický dozor;001;121
502413;4;Peter;Lipták;Mgr.;48;učiteľ/riaditeľ školy;001;128
502413;5;Marian;Takáč;Ing.;44;kontrolný fyzik;001;1
502413;6;Ivana;Tóthová;Mgr.;39;riaditeľka neziskovej organizácie;001;40
502421;1;Bystrík;Ižold;Ing.;41;starosta obce;111,132;682
502421;2;Martin;Kapsa;;41;robotník;109;42
502421;3;Milan;Záhorský;;58;prevádzkový majster;106;223
502430;1;Gabriela;Agárdyová;Mgr.;45;vedúca vychovávateľka školského klubu detí;001;171
502430;2;Ľuboš;Baran;Mgr.;47;obchodný riaditeľ;001;145
502430;3;Martin;Šebo;;44;obchodný riaditeľ;001;71
502430;4;Eva;Titurusová;JUDr.;51;vedúca oddelenia na katastri;135;62
502448;1;Zsolt;Német;;49;starosta;145;102
502456;1;Ľuba;Tóthová;;60;starostka obce;136;127
502464;1;Patrik;Klenko;;34;opatrovateľ;001;143
502464;2;Dušan;Mésároš;Ing., MBA;58;ekonóm;136;154
502472;1;Attila;Farkas;Mgr.;37;starosta;145;251
502481;1;Štefan;Bačinský;Ing.;62;podnikateľ;111;27
502481;2;Ján;Márföldi;;48;starosta obce;136,132;272
502481;3;Milan;Péter;;57;štátny zamestnanec;001;122
502481;4;Roland;Števko;;39;podnikateľ;146;9
502499;1;Edita;Farkasová;Mgr.;58;finančná  a realitná poradkyňa;001;70
502499;2;Karol;Konczi;;54;starosta;145;234
502502;1;Mária;Farkašová;;54;starostka obce;001;62
502511;1;Tomáš;Kutla;;31;mechanik a opravár motorových vozidiel;001;30
502511;2;Karol;Streda;;56;starosta;114;153
502511;3;Adrián;Vrzala;Bc.;45;referent v ústave na výkon trestu odňatia slobody;106;40
502537;1;Beáta;Csenger;;54;starostka;145;87
502570;1;Štefan;Mojzeš;Ing.;40;starosta obce;001;242
502588;1;Ján;Bíreš;;49;živnostník;001;27
502588;2;Anna;Jakubíková;Mgr.;55;živnostníčka;001;98
502588;3;Pavol;Novák;Mgr.;39;starosta obce;136,132;618
502596;1;Ladislav;Nagy;;67;starosta;136,106,132;409
502596;2;Tibor;Száraz;;50;živnostník;001;14
502596;3;Ján;Valo;;46;policajt;001;111
502600;1;Zoltán;Fekete;Ing.;56;starosta;145;193
502618;1;Jozef;Bielokostolský;;50;starosta obce;001;194
502618;2;Slavka;Nagyová Fáberová;;52;obchodná zástupkyňa;001;66
502618;3;Roderik;Száraz;;30;strojník;001;6
502626;1;Oto;Mészáros;;61;starosta obce;001;88
502626;2;Július;Pető;;67;dôchodca;001;18
502626;3;Dániel;Riczo;;27;SZČO;145;154
502634;1;Štefan;Valko;;60;SHR, starosta obce;111;76
502642;1;Péter;Köpöncei;Ing.;43;starosta;145;461
502651;1;Ľuboš;Držík;;43;štátny zamestnanec;106;83
502651;2;Kornélia;Sádovská;RNDr.;62;starostka obce;001;149
502651;3;Július;Sádovský;;63;dôchodca;136,132;88
502669;1;Ivan;Ferenci;JUDr.;41;príslušník policajného zboru;001;310
502669;2;Jozef;Kupča;;29;projektový vedúci;001;149
502677;1;Juraj;Babec;PaedDr.;71;dôchodca;108;38
502677;2;Roman;Dávid;;50;výsluhový dôchodca;001;244
502677;3;Oľga;Kovácsová;Bc.;58;ekonómka;001;61
502677;4;Arnold;Levický;;46;sanitár;001;84
502677;5;Artúr;Levický;;48;súkromný podnikateľ;001;32
502677;6;Ľudovít;Nagy;Ing.;73;starosta;145;99
502693;1;Ján;Frtús;Ing.;74;dôchodca;116;71
502693;2;Martina;Maľachová;;56;konateľka spoločnosti;154;71
502693;3;Ján;Rievaj;Ing.;45;starosta obce;136,132;388
502693;4;Lenka;Rosenberger;;51;ekonómka;001;176
502707;1;Judita;Kováčiková;;56;opatrovateľka;001;109
502707;2;Peter;Šrámek;;49;príslušník policajného zboru;001;387
502707;3;Daniela;Trňanová;Ing.;50;starostka;132,111,106;320
502715;1;František;Lacko;Ing.;72;dôchodca;109;9
502715;2;Ladislav;Lauko;JUDr.;32;živnostník;001;188
502715;3;Ľubomír;Lőrincz;;59;starosta obce;136;166
502723;1;Zoltán;Srna;;53;starosta;145;126
502731;1;Viktor;Hubert;;38;živnostník;001;97
502731;2;Július;Maďar;;52;starosta obce;145,106;150
502740;1;Arpád;Bazsó;;56;starosta obce;145;50
502758;1;Helena;Szabóová;;74;starostka obce;106;80
502766;1;Peter;Štefan;Ing.;47;starosta obce;001;550
502766;2;Mária;Trhanová;;50;technická pracovníčka;001;205
502782;1;Štefan;Gregor;Ing.;54;primátor;128,111,114,118,148;899
502782;2;Peter;Szőllősy;;45;súkromný podnikateľ;001;361
502782;3;Jozef;Šuchter;Mgr.;46;riaditeľ školy;001;304
502782;4;Pál;Zachar;Ing.;35;inžinier informatiky;145;1094
502791;1;Božena;Kapšová;;51;SZČO;001;74
502791;2;Renáta;Kassaiová;Mgr.;51;starostka obce;001;114
502804;1;Margita;Bednáriková;JUDr.;41;účtovníčka;106;369
502804;2;Milan;Jonáš;;58;nezamestnaný;001;27
502804;3;Magdaléna;Jónášová;;55;starostka obce;001;288
502812;1;Tibor;Taldík;Ing.;30;starosta obce;106;160
502821;1;Marián;Kotora;Ing.;59;starosta;145,106;495
502821;2;Alžbeta;Tatárová;Ing.;44;ekonómka;001;218
502821;3;Martin;Turanský;;47;živnostník;116;194
502847;1;Vojtech;Ožvald;;61;starosta obce;001;146
502847;2;Zuzana;Paulovičová;;38;poštová doručovateľka;001;38
502863;1;Jaroslav;Éhn;Ing.;46;szčo;001;110
502863;2;Miroslav;Kupči;;47;primátor;001;878
502863;3;Martin;Majer;;30;szčo;106;567
502863;4;Oliver;Štaudner;Ing.;62;dôchodca;131;33
502871;1;Peter;Annuš;;36;rezident inžinier;001;51
502871;2;Marek;Bazsó;Ing.;28;dispečer;106;39
502871;3;Miroslava;Febenová;;54;ekonómka;001;105
502871;4;Erika;Holomeková;;50;starostka obce;001;136
502880;1;Margaréta;Bogárová;;49;starostka;135;105
502880;2;Dalibor;Valkovský;;36;predavač;116;33
502898;1;Ferdinand;Ďurdík;;71;starosta;128;66
502898;2;Peter;Ľupták;;71;dôchodca;106;53
502910;1;Iveta;Balázsová;Mgr.;44;vedúca ekonomického úseku;001;198
502910;2;Zita;Cseri;Bc.;55;starostka;145;482
502928;1;Ladislav;Bartoš;Ing.;51;technický manažér;145;93
502928;2;Jaroslav;Péter;;51;starosta obce;136,106;269
502936;1;Peter;Benko;Ing.;56;starosta obce;001;321
502936;2;Monika;Horňáková;;44;nezamestnaná;001;188
502944;1;Ágnes;Antal Nyustin;Mgr.;38;starostka;145;227
502952;1;Eva;Madarásová;;61;starostka;136,145;94
502952;2;Annamária;Tóthová Motošková;;33;finančná poradkyňa;140;14
502961;1;Melinda;Bögi Pathó;PhDr.;50;starostka;145;83
502979;1;Emőke;Fillová;;50;starostka obce;001;156
502979;2;Magdaléna;Hermánová;;40;opatrovateľka člena rodiny;001;31
502979;3;Katarína;Jakubisová;;40;asistentka predaja;001;13
502979;4;Tibor;Moravský;;48;skladový operátor;001;70
502987;1;Ondrej;Juhász;Ing.;62;primátor mesta;001;1500
502995;1;Slavomír;Bárczy;PhDr., MBA;41;starosta obce;001;376
503002;1;Andrea;Gubíková;Mgr.;54;starostka;145;54
503002;2;Karol;Molnár;;39;servisný technik;001;31
503011;1;Eva;Fazekašová;MUDr.;37;nezamestnaná;001;117
503011;2;Otokar;Klein;PhDr., Mgr. art., ArtD.;48;primátor mesta;001;6219
503011;3;Peter;Podbehlý;Ing.;41;policajt, poslanec mesta;001;2821
503011;4;Eva;Polerecká;JUDr.;53;právnička;148,114,118;1659
503029;1;Barnabáš;Bóna;Mgr.;51;skladník;001;102
503029;2;Gejza;Jóba;;42;podnikateľ;001;343
503029;3;Peter;Puss;;55;starosta;145;391
503037;1;Jozef;Benkó;;51;starosta obce;001;152
503045;1;Pavel;Klučka;;43;rušňovodič;001;232
503045;2;Miloš;Rybár;PhDr.;32;starosta obce;001;1230
503053;1;Tibor;Černák;;63;starosta;141;97
503053;2;Ildikó;Szabóová;;60;predavačka;145;26
503053;3;Peter;Wurczer;;26;operný spevák;001;258
503061;1;Milan;Balázs;;52;konateľ;001;65
503061;2;Róbert;Bolzán;Mgr.;44;vedúci zmeny operačného strediska;001;0
503061;3;Klaudia;Pintérová;;50;starostka;001;127
503070;1;Boris;Deszat;PaedDr.;31;pedagogický zamestnanec;001;306
503070;2;Natália;Recsková;Ing.;41;špeditérka;001;248
503070;3;Štefan;Šimko;Mgr.;40;prekladateľ;154;338
503088;1;Štefan;Antal;;54;vodič;114;10
503088;2;Szabolcs;Bognár;;38;živnostník;001;219
503088;3;József;Danczi;;56;okresný tajomník;001;35
503088;4;Anita;Herbácskóová;Ing., PhD.;43;strategická poradkyňa riaditeľstva ľudských zdrojov;145;264
503088;5;Tomáš;Kovács;;37;zámočník;001;65
503088;6;Tibor;Ovszák;;39;konateľ;136;74
503096;1;Vladimír;Mellen;;55;údržbár;001;34
503096;2;Andrea;Šulíková;Ing.;44;starostka;001;257
503100;1;Róbert;Árva;;38;konateľ;001;85
503100;2;Karol;Bogyó;;61;súkromný podnikateľ;106;68
503100;3;Gabriel;Csókás;;50;stolár;001;26
503100;4;Alexander;Hubač;Ing.;59;starosta;145;173
503100;5;Ladislav;Mocsi;;39;údržbár;001;13
503100;6;Peter;Zvončár;;37;skladník;001;4
503118;1;Jozef;Baranovič;Ing.;60;starosta obce;001;121
503126;1;Lucia;Mihalovičová;Ing.;42;inšpektorka v štátnej organizácii;136;72
503126;2;Peter;Stuchlý;Ing., PhD.;37;starosta;106;413
503134;1;Jana;Orečná;Mgr.;44;štátna zamestnankyňa;001;108
503134;2;Eva;Poláková;Ing.;43;ekonómka;001;288
503151;1;Darina;Mikulcová;;60;administratívna pracovníčka;001;248
503151;2;Ondrej;Slobodník;;45;finančný konzultant;001;229
503151;3;Ivan;Solár;;55;starosta obce;111,135,106;347
503151;4;Jozef;Zaťko;Mgr., JUDr., PhD., MBA, LL.M.;60;prezident inštitútu;116;7
503169;1;Peter;Krencsan;Ing.;44;obchodný zástupca;001;149
503169;2;Miroslav;Majerčík;Ing.;43;kontrolór výberu mýta;001;79
503169;3;Róbert;Oravecz;Mgr.;62;výsluhový dôchodca;001;71
503169;4;Jozef;Ostrodický;Ing.;60;starosta;001;301
503177;1;Branislav;Becík;Ing., PhD.;44;starosta;106;1123
503177;2;Róbert;Mészáros;Ing.;47;manažér železničnej dopravy;145;384
503177;3;Dušan;Pukanec;MVDr.;65;obchodný zástupca;116;18
503177;4;Gabriel;Szekeres;Ing.;52;učiteľ;001;228
503177;5;Arnold;Vadkerti;Ing.;44;konateľ spoločnosti;001;40
503185;1;Szabolcs;Bolya;;40;regionálny manažér;145;664
503185;2;František;Szőcs;;55;starosta;001;351
503193;1;Lucia;Kvasnicová;Ing.;39;podnikateľka;001;141
503193;2;Ivan;Šeben;Mgr.;51;vedúci výroby;136,106;455
503207;1;Gregor;Izrael;Ing., PhD.;38;starosta;001;280
503215;1;Jana;Kočkovičová;Ing., PhD.;32;daňová analytička;111,106,135;104
503215;2;Stanislav;Pohuba;Ing., PhD.;36;dátový inžinier;001;242
503215;3;Ladislav;Polák;;52;starosta obce;001;58
503215;4;Roman;Remeň;Ing.;44;manažér;001;208
503223;1;Adriana;Matúšeková;;52;starostka obce;136;238
503231;1;Enikő;Gajdoš;Ing.;45;účtovníčka;001;168
503231;2;František;Párkanský;Mgr.;65;dôchodca;001;267
503231;3;Zuzana;Ščípová;Mgr.;42;zdravotná sestra;152;114
503240;1;Jozef;Grman;;62;starosta;001;366
503240;2;Tamás;Neznánsky;;41;elektrotechnik;145;130
503240;3;Andrea;Székelyová;;48;podnikateľka;001;244
503258;1;Katarína;Heiszlerová;Mgr.;58;starostka;001;240
503258;2;Ján;Richtárik;;45;referent operačného strediska;001;312
503266;1;Martina;Csomorová;;50;predavačka;136,132;202
503266;2;Ľubomír;Fialka;;59;prevádzkový špecialista;111;112
503266;3;Miroslav;Horváth;;45;správca budov;142;15
503266;4;Jozef;Kováčik;;57;železničiar;001;156
503274;1;Ľubor;Krnčan;;49;starosta;001;553
503274;2;Pavol;Timko;;45;podnikateľ;125;85
503282;1;Mária;Derďaková;Mgr.;56;kultúrna referentka;001;351
503282;2;Zuzana;Garayová;;48;poštová doručovateľka;001;197
503282;3;Peter;Hlavatý;;55;starosta obce;001;982
503282;4;Ján;Krajčovič;Ing.;48;profesionálny vojak;001;178
503291;1;Imrich;Lukács;;48;starosta;145;288
503312;1;Richard;Dajcs;;29;vlakvedúci;145;119
503312;2;Tamás;Lukovics;Mgr.;58;podnikateľ;001;10
503312;3;Alexander;Mezei;Ing.;57;starosta obce;001;90
503321;1;Jana;Keméňová;Bc.;42;inžinierka kvality;001;188
503321;2;Tatiana;Ölvecká;Mgr.;56;starostka obce;001;502
503339;1;Nora;Angyalíková;;43;vážnička;001;40
503339;2;Anetta;Kovácsová;;45;samostatná referentka;001;112
503339;3;Marian;Zongor;;48;dispečer;001;35
503347;1;Rita;Pásztorová;Ing.;40;starostka obce;145;172
503355;1;Attila;Pszár;;47;starosta obce;001;135
503363;1;Ladislav;Černák;JUDr.;57;vedúci odboru;136,132;411
503363;2;Tomáš;Pražák;Mgr.;46;štátny zamestnanec;001;449
503371;1;Peter;Porubský;Ing.;63;starosta;001;199
503371;2;Juraj;Supek;;55;živnostník;136;222
503380;1;Peter;Čapucha;Ing.;38;učiteľ;001;223
503380;2;Judita;Valašková;Ing.;54;starostka obce;001;912
503398;1;Anna;Abrmanová;;59;ekonómka;001;58
503398;2;Slavomír;Hačko;Ing.;54;špecialista mechanizácie;106;331
503398;3;Radoslav;Krehák;;50;traťový robotník;132;50
503398;4;Tatiana;Martišová;;54;starostka obce;136;143
503401;1;Iván;Farkas;Ing.;56;ekonóm, starosta obce;145;622
503436;1;Valéria;Geri;Mgr.;57;starostka obce;145;292
503452;1;Ľubica;Karasová;Mgr.;51;starostka;001;1074
503452;2;Mário;Rudinský;Mgr.;33;podnikateľ;106;523
503461;1;Tamás;Világi;;52;starosta;145;128
503479;1;Roman;Ivan;Mgr.;50;starosta obce;001;314
503479;2;Ľubica;Juríková;Ing.;57;kontrolórka;106,135;42
503479;3;Ján;Kosiba;doc., Ing., PhD.;38;vysokoškolský pedagóg;001;3
503479;4;Jozef;Krajmer;RNDr.;65;konateľ;001;331
503487;1;Anikó;Czímer;;34;podnikateľka;106;129
503487;2;Katarína;Ivaničová;;55;starostka obce;001;177
503495;1;Marian;Chrenko;Ing.;52;starosta obce;001;339
503509;1;Jozef;Barcaj;Ing.;68;konateľ spoločnosti;001;82
503509;2;Miroslav;Juhász;;61;starosta;136;97
503509;3;Tatiana;Kořínková;;61;živnostníčka;001;155
503509;4;Michal;Macai;;69;dôchodca;001;126
503517;1;Štěpánka;Zacharová;Ing.;57;starostka;145;235
503525;1;Silvia;Cagalová;Mgr.;49;starostka;001;299
503533;1;Peter;Čelko;Ing.;40;obchodný zástupca;001;556
503533;2;Michaela;Mokrášová;;43;asistentka zariadenia sociálnych služieb;001;100
503541;1;Eva;Benková;;59;robotníčka;001;43
503541;2;Tímea;Kálaziová;;46;samostatne zárobkovo činná osoba;145;172
503550;1;Alexander;Berta;;66;starobný dôchodca;001;117
503550;2;Peter;Bužek;Ing.;58;kamenár;001;86
503550;3;Ján;Téglás;;58;starosta obce;145;499
503568;1;Szabolcs;Méri;Mgr.;48;starosta;145;642
503576;1;Beata;Farkasová;;51;starostka obce;001;105
503584;1;Oľga;Juhász;;56;referentka;001;514
503584;2;Pavol;Slanička;;44;informatik;106,135;648
503584;3;Eugen;Szabó;Ing.;58;primátor mesta;001;1663
503592;1;Marcel;Filaga;Mgr.;42;stredoškolský pedagóg;001;1554
503592;2;Marek;Oremus;Ing.;59;primátor mesta;136;803
503592;3;Roman;Porubský;JUDr.;52;právnik mesta;106;538
503592;4;Ján;Štark;JUDr.;65;dôchodca;001;797
503606;1;Ľubica;Dvorská;Mgr.;45;učiteľka, zástupkyňa riaditeľky základnej školy;001;204
503606;2;Marek;Menčík;;36;elektrotechnik;111,106,135;128
503606;3;Marián;Václav;Ing.;33;manažér posudzovania projektov z európskych fondov;001;224
503614;1;Marián;Tóth;Ing., MBA;45;starosta;145;949
503631;1;Marta;Kasášová;Mgr.;55;lektorka;104;162
503631;2;Marek;Šafár;JUDr.;35;právnik;111,135,106;644
503649;1;Peter;Balogh;JUDr.;40;príslušník policajného zboru;001;441
503649;2;János;Bób;Ing.;65;starosta obce;145;623
503665;1;Peter;Kolek;Mgr.;49;riaditeľ kultúrneho domu;001;2896
503665;2;Peter;Paška;;49;primátor;001;2118
503665;3;Tibor;Szalay;;62;dôchodca;001;135
503673;1;Peter;Koška;Ing., PhD.;47;výsluhový dôchodca;001;224
503673;2;Tibor;Ležovič;Mgr.;53;podnikateľ;136,106,132;291
503673;3;Natália;Parák;Mgr.;37;rodičovská dovolenka;001;34
503673;4;Stanislav;Parák;Ing.;36;technik;001;35
503681;1;Peter;Múčka;Bc.;37;obchodný riaditeľ;001;253
503690;1;Zuzana;Csadyová;Mgr.;56;starostka;145;521
503690;2;Gašpar;Deák;;53;lesník;001;286
503703;1;Juraj;Halag;Ing.;56;poľnohospodársky inžinier;001;164
503703;2;Roland;Kubík;RNDr., Ing.;36;architekt informačných technológií;145;376
503703;3;Pavel;Nagy;Ing.;43;starosta obce;001;283
503711;1;Kristína;Jakócsová;Ing.;50;starostka;145;551
503720;1;Bálint;Mészáros;Mgr.;29;podnikateľ;001;243
503720;2;Zuzana;Peštyová;Ing.;35;manažérka;001;95
503720;3;Melinda;Takácsová;RNDr., PhD.;43;vysokoškolská pedagogička;001;42
503720;4;Silvia;Takácsová;;49;administratívna pracovníčka;001;97
503746;1;Ľudovít;Kovács;Ing.;44;starosta obce;145;654
503754;1;Monika;Bedecsová;;46;radkyňa;001;72
503754;2;Ladislav;Culinka;;58;elektromechanik;145;91
503762;1;Jozef;Boledovič;JUDr.;49;nezamestnaný;119;85
503762;2;Juraj;Dovina;;43;vedúci prevádzky;001;325
503771;1;Pavol;Dobosy;Ing.;57;starosta obce;145;994
503771;2;Edina;Szabo Juhásová;JUDr.;32;právnička;001;300
503789;1;Ľuboš;Karel;;57;starosta;141;231
503789;2;Jozef;Novanský;;49;vodič medzinárodnej dopravy;136,132;35
503797;1;Ján;Klačko;Mgr.;43;starosta obce;001;484
503797;2;Jozef;Krupka;Mgr.;43;podnikateľ;135;44
503797;3;Monika;Slováková;Mgr.;29;referentka v domove sociálnych služieb;001;65
503801;1;Adrián;Takács;Ing.;47;starosta obce;001;335
503819;1;Jana;Lauferová;Mgr.;39;starostka;001;230
503827;1;Jozef;Čechovič;Mgr.;49;starosta obce;141;163
503835;1;Maroš;Bánoczký;Mgr.;46;manažer;001;142
503835;2;Gabriel;Kiš;Ing.;46;starosta obce;001;886
503835;3;Imrich;Madarász;Mgr.;48;SZČO;116;18
503835;4;Rita;Véghová;Mgr.;57;vedúca odboru výstavby;001;619
503843;1;Tibor;Čandal;Ing.;47;hasič;001;160
503843;2;Lívia;Farkasová;;60;starostka obce;145;435
503851;1;Igor;Šillo;Ing.;43;riaditeľ divízie;145,111;272
503860;1;Adela;Korená;Mgr.;42;účtovníčka;001;167
503860;2;Zdenka;Mačicová;Mgr.;54;starostka;106;474
503878;1;Gergely;Agócs;Mgr.;36;starosta;145;360
503886;1;Ladislav;Adamkó;Ing.;42;zástupca starostu obce;001;285
503886;2;Jaroslava;Bergendiová;;60;referentka;001;319
503886;3;Edita;Hambalková;Ing.;58;banková manažérka;001;249
503894;1;Dušan;Šebok;JUDr.;52;starosta;106;520
503924;1;Tibor;Rózsár;JUDr.;53;starosta;001;432
503932;1;Štefan;Jancsó;Ing.;60;riaditeľ spoločnosti;145;543
503932;2;Henrieta;Selmecziová;JUDr.;59;starostka;001;858
503959;1;Jozef;Berčík;PaedDr., PhD.;62;starosta;111;623
503959;2;Marek;Lipovský;;36;samostatne zárobkovo činná osoba;125;170
503959;3;Pavol;Vavrek;MVDr.;54;invalidný dôchodca;136,106,132;401
503967;1;Tomáš;Nemeček;Ing.;42;starosta obce;136,106;251
503975;1;Henrich;Čambál;Ing.;48;starosta;141;446
503983;1;Michal;Bačinský;;47;supervízor;001;148
503983;2;Zoltán;Metzner;PaedDr., MBA.;44;starosta;145;463
503983;3;Pavol;Neszméry;;38;SZČO - SHR;001;73
503991;1;Alexander;Kún;;56;zootechnik;001;50
503991;2;Igor;Mandák;;60;starosta;001;436
503991;3;Miroslav;Maruniak;;58;nezamestnaný;116;3
503991;4;Milan;Tóth;;45;podnikateľ;106;98
503991;5;Bohumil;Valášek;Ing.;63;podnikateľ;132;46
503991;6;Ivan;Zsák;Ing.;46;učiteľ;001;418
504009;1;Edita;Červeňová;JUDr.;60;právnička v súkromnej spoločnosti;134;401
504009;2;Ján;Jankulár;Mgr.;31;riaditeľ centra pre deti a rodiny;001;1524
504009;3;Tomáš;Karmažín;Mgr.;41;obchodný manažér;104,141;421
504009;4;Ondrej;Kurbel;Ing.;40;architekt;001;1996
504017;1;Viliam;Brunner;Mgr.;32;riaditeľ technických služieb;001;656
504017;2;Peter;Horník;;27;obchodný zástupca;001;345
504017;3;Gábor;Krommer;Ing.;41;prednosta mestského úradu;001;873
504025;1;Jozef;Belický;Mgr.;55;primátor mesta;001;3625
504025;2;Tomáš;Mészáros;Ing.;36;príslušník policajného zboru;001;495
504025;3;Tibor;Pápeš;PhDr.;48;supervízor;001;271
504025;4;Anita;Petkovová;;47;referentka;001;1338
504033;1;Helena;Mesárošová;;62;starostka obce;136,106,132;171
504033;2;Milan;Remiaš;;56;strojník;135;28
504041;1;Miroslav;Holička;;67;živnostník;136,106;265
504041;2;Václav;Jurčaga;;76;dôchodca;116;3
504041;3;Stanislava;Režnáková;Bc.;59;starostka;001;569
504050;1;Adrián;Macho;Mgr.;46;starosta;106;1049
504050;2;Kamil;Šmátrala;Mgr.;49;výsluhový dôchodca;001;373
